Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Age,Price_per_CC,KM_per_Year,Luxury_Score,Regional_Premium,Q1_2026_Value
Maruti Celerio VXI AT,Maruti,Mumbai,2015,33000,Petrol,Automatic,First,998,67.04,5,23.1,3.99,11,3.9979959919839683,3000.0,0,-57.5817404699399,1.561658082700786
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Kochi,2014,64394,Diesel,Manual,First,1498,89.84,5,22.7,5.45,12,3.6381842456608813,5366.166666666667,0,-51.30956533488116,1.962444517960336
Tata Manza Aura Quadrajet,Tata,Hyderabad,2010,76000,Diesel,Manual,First,1248,90.0,5,18.8,2.7,16,2.1634615384615388,4750.0,0,-72.39804646542684,0.6964917211109949
Honda Jazz 1.5 SV i DTEC,Honda,Mumbai,2016,48719,Diesel,Manual,First,1498,98.6,5,27.3,6.25,10,4.172229639519359,4871.9,0,-33.555357878978555,2.6589198585812115
Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2016,59711,Diesel,Manual,First,2179,140.0,7,15.1,13.28,10,6.09453877925654,5971.1,1,-11.809228925708137,5.649672915513358
Nissan Micra Diesel XV Premium,Nissan,Hyderabad,2012,83000,Diesel,Manual,First,1461,63.1,5,23.08,3.7,14,2.532511978097194,5928.571428571428,0,-62.175100711881235,1.1276602289919313
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,2018,10714,Diesel,Automatic,First,2143,167.62,5,19.27,39.51,8,18.436770881941204,1339.25,1,162.38082568864996,19.858964766076305
Tata Manza Aura Plus Quadrajet BS IV,Tata,Hyderabad,2010,127510,Diesel,Manual,Second,1248,90.0,5,19.0,1.4,16,1.1217948717948718,7969.375,0,-85.68787594503615,0.36114385539088617
Maruti Swift VDI,Maruti,Kolkata,2014,35010,Diesel,Manual,First,1248,74.0,5,22.9,3.5,12,2.8044871794871793,2917.5,0,-38.29870743276056,1.260285470249757
Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,Jaipur,2012,75451,Petrol,Manual,First,1197,85.8,5,17.5,3.78,14,3.157894736842105,5389.357142857143,0,-35.27559449729794,1.152042071780946
Tata Indigo eCS LS (TDI) BS-III,Tata,Pune,2015,83000,Diesel,Manual,First,1405,69.01,5,19.09,2.7,11,1.9217081850533808,7545.454545454545,0,-60.071697730858496,1.0567611085945168
Honda Amaze S i-Dtech,Honda,Kolkata,2013,38755,Diesel,Manual,First,1498,98.6,5,25.8,3.2,13,2.136181575433912,2981.153846153846,0,-43.58738965280965,1.06008012126151
Maruti Swift VXI BSIV,Maruti,Delhi,2016,30000,Petrol,Manual,First,1197,81.8,5,20.4,5.0,10,4.177109440267335,3000.0,0,-48.60782434173082,2.127135886864969
Maruti Ertiga ZDI,Maruti,Chennai,2012,40000,Diesel,Manual,First,1248,88.8,7,20.77,7.0,14,5.608974358974359,2857.1428571428573,0,-10.02783104118522,2.133411244038789
Hyundai Grand i10 Era,Hyundai,Kolkata,2014,19500,Petrol,Manual,Second,1197,82.0,5,18.9,2.85,12,2.380952380952381,1625.0,0,-49.757518909533594,1.026232454346231
Nissan Micra Active XV,Nissan,Ahmedabad,2016,41000,Petrol,Manual,First,1198,67.04,5,19.69,4.25,10,3.5475792988313857,4100.0,0,-49.8939989109115,1.8080655038352238
Hyundai Grand i10 Asta Option,Hyundai,Bangalore,2014,30000,Petrol,Manual,Second,1197,82.0,5,18.9,4.9,12,4.093567251461988,2500.0,0,-63.64763616111303,1.76439965834966
Jeep Compass 2.0 Sport,Jeep,Hyderabad,2017,37000,Diesel,Manual,First,1956,170.0,5,17.1,16.9,9,8.640081799591002,4111.111111111111,1,72.76778323492081,7.814912280003908
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Delhi,2014,62000,Diesel,Manual,Second,1199,73.9,5,22.07,4.25,12,3.5446205170975813,5166.666666666667,0,-56.31665069047119,1.5303466424461336
Honda Amaze S AT i-Vtech,Honda,Pune,2015,42023,Petrol,Automatic,First,1198,86.7,5,15.5,4.34,11,3.622704507512521,3820.2727272727275,0,-35.81895116737995,1.6986456338148899
BMW X3 xDrive20d Advantage Edition,BMW,Kolkata,2012,51001,Diesel,Automatic,First,1995,184.0,5,16.09,17.0,14,8.521303258145362,3642.9285714285716,1,199.69199246944873,5.181141592665631
BMW 3 Series 320d Luxury Line,BMW,Kochi,2017,55389,Diesel,Automatic,First,1995,184.0,5,18.88,28.45,9,14.260651629072681,6154.333333333333,1,154.1730029766295,13.155873039414862
Honda City V AT,Honda,Kochi,2014,46728,Petrol,Automatic,First,1497,116.3,5,15.6,6.15,12,4.108216432865731,3894.0,0,-45.05574803844388,2.2145016120102876
Mahindra Ssangyong Rexton RX5,Mahindra,Kochi,2014,58995,Diesel,Manual,First,2696,162.0,7,12.83,9.25,12,3.431008902077151,4916.25,1,-17.360271439935914,3.3307544570886436
Maruti Swift Dzire LDI,Maruti,Delhi,2015,37857,Diesel,Manual,First,1248,74.0,5,26.59,4.85,11,3.8862179487179485,3441.5454545454545,0,-50.149589611478895,1.8982560654382985
Maruti Swift VDI BSIV,Maruti,Jaipur,2014,71000,Diesel,Manual,First,1248,74.0,5,25.2,4.8,12,3.846153846153846,5916.666666666667,0,-17.810278726727535,1.7283915020568097
Honda Brio S Option MT,Honda,Pune,2012,49024,Petrol,Manual,First,1198,86.8,5,18.4,2.3,14,1.9198664440734556,3501.714285714286,0,-65.98700177073131,0.7009779801841735
Hyundai Grand i10 Sportz,Hyundai,Mumbai,2016,10770,Petrol,Manual,First,1197,82.0,5,18.9,4.75,10,3.968253968253968,1077.0,0,-49.5020719880237,2.0207790925217206
Tata Zest Quadrajet 1.3 75PS XM,Tata,Pune,2017,72000,Diesel,Manual,First,1248,74.0,5,22.95,5.0,9,4.006410256410256,8000.0,0,-26.05869950158981,2.3121042248532273
Hyundai EON Era Plus,Hyundai,Jaipur,2015,91000,Petrol,Manual,First,814,55.2,5,21.1,2.5,11,3.0712530712530715,8272.727272727272,0,-57.19285350350391,0.9784825079578858
Hyundai i20 1.2 Spotz,Hyundai,Mumbai,2017,14000,Petrol,Manual,First,1197,81.83,5,18.6,5.95,9,4.970760233918129,1555.5555555555557,0,-36.74470070078758,2.7514040275753406
Volvo S60 D4 KINETIC,Volvo,Delhi,2014,48000,Diesel,Automatic,Second,1984,181.0,5,9.0,16.0,12,8.064516129032258,4000.0,1,64.4549621064614,5.761305006856032
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Delhi,2014,75136,Diesel,Manual,First,1498,89.84,5,22.7,6.15,12,4.105473965287049,6261.333333333333,0,-36.78762394032889,2.2145016120102876
Maruti Ritz VXI,Maruti,Hyderabad,2014,32500,Petrol,Manual,Second,1197,85.8,5,21.1,4.05,12,3.383458646616541,2708.3333333333335,0,-58.59706969814027,1.458330329860433
Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,2010,94500,Diesel,Manual,Second,1396,90.0,5,21.9,3.1,16,2.220630372492837,5906.25,0,-68.3088681640086,0.7996756797941051
Maruti Dzire VXI,Maruti,Hyderabad,2013,34900,Petrol,Manual,First,1197,81.8,5,22.0,5.49,13,4.586466165413534,2684.6153846153848,0,-43.87602781303459,1.818699958039278
Porsche Panamera 2010 2013 4S,Porsche,Coimbatore,2010,42400,Petrol,Automatic,Third,4806,394.3,4,8.0,42.91,16,8.928422804827298,2650.0,1,184.95978816248973,11.06905916773066
Maruti Swift VDi BSIII W/ ABS,Maruti,Jaipur,2015,50000,Diesel,Manual,First,1248,75.0,5,17.8,5.7,11,4.5673076923076925,4545.454545454545,0,-2.3997059879889426,2.23094011814398
Honda Brio S MT,Honda,Kolkata,2014,35000,Petrol,Manual,First,1198,86.8,5,19.4,2.85,12,2.3789649415692824,2916.6666666666665,0,-49.757518909533594,1.026232454346231
Chevrolet Beat LS,Chevrolet,Bangalore,2012,37000,Petrol,Manual,Second,1199,79.4,5,18.6,2.35,14,1.9599666388657213,2642.8571428571427,0,-82.56570305686033,0.7162166319273078
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2018,32807,Petrol,Automatic,First,1591,121.3,5,13.0,14.76,8,9.277184160905092,4100.875,0,-1.9807393782719895,7.418838773659486
Honda City ZX GXi,Honda,Pune,2008,119000,Petrol,Manual,Second,1497,78.0,5,17.7,2.25,18,1.503006012024048,6611.111111111111,0,-66.72641477571541,0.4912588272902884
Maruti Ritz LXi,Maruti,Mumbai,2016,12000,Petrol,Manual,First,1197,85.8,5,18.5,3.65,10,3.0492898913951545,1200.0,0,-61.19632900132348,1.5528091974114275
Ford EcoSport 1.5 TDCi Trend,Ford,Delhi,2016,46727,Diesel,Manual,First,1498,98.59,5,22.77,7.25,10,4.8397863818424565,4672.7,0,-25.481345295509684,3.0843470359542056
BMW 3 Series 320d,BMW,Hyderabad,2010,73336,Diesel,Automatic,First,1995,170.0,5,13.2,10.69,16,5.3583959899749365,4583.5,1,9.283290105402585,2.7575912958061237
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,9000,Petrol,Manual,Second,1591,121.3,5,17.01,5.5,12,3.4569453174104336,750.0,0,-41.52871493350112,1.980448596106761
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Chennai,2005,240000,Diesel,Manual,Fourth,2494,102.0,8,12.8,5.1,21,2.044907778668805,11428.57142857143,1,-34.44884833000638,0.8670846683980455
Maruti Wagon R LXI,Maruti,Mumbai,2014,25422,Petrol,Manual,First,998,67.04,5,22.5,3.25,12,3.256513026052104,2118.5,0,-65.44878609706885,1.1702650795176315
Maruti Ertiga VDI,Maruti,Mumbai,2018,14000,Diesel,Manual,First,1248,88.5,7,25.47,9.25,8,7.4118589743589745,1750.0,0,-1.6619296608882506,4.649340017367903
Maruti Alto LXi BSIII,Maruti,Hyderabad,2008,66000,Petrol,Manual,First,796,46.3,5,19.7,1.7,18,2.135678391959799,3666.6666666666665,0,-82.62099221897246,0.37117333617488457
Maruti A-Star Vxi,Maruti,Kochi,2010,55324,Petrol,Manual,First,998,66.1,5,19.0,2.87,16,2.875751503006012,3457.75,0,-74.35934908460715,0.7403449035513168
BMW X5 3.0d,BMW,Bangalore,2009,90000,Diesel,Automatic,First,2993,235.0,5,11.0,17.75,17,5.930504510524558,5294.117647058823,1,31.684583293927272,4.21248511323798
Mahindra KUV 100 G80 K6 Plus 5Str,Mahindra,Kolkata,2017,43000,Petrol,Manual,First,1198,82.0,5,18.15,4.5,9,3.7562604340567614,4777.777777777777,0,-20.66976669926357,2.0808938023679047
Hyundai i10 Magna AT,Hyundai,Bangalore,2008,58483,Petrol,Automatic,Second,1197,80.0,5,19.2,2.95,18,2.464494569757728,3249.0555555555557,0,-78.11439319903744,0.6440949068917114
Honda Civic 2006-2010 1.8 S AT,Honda,Pune,2007,93000,Petrol,Automatic,Second,1799,130.0,5,12.9,2.6,19,1.445247359644247,4894.736842105263,0,-61.550523740826705,0.52226271772372
Hyundai i10 Sportz 1.2,Hyundai,Hyderabad,2010,50000,Petrol,Manual,First,1197,78.9,5,20.36,3.0,16,2.506265664160401,3125.0,0,-69.33116273936318,0.7738796901233276
Mercedes-Benz New C-Class C 220 CDI Elegance AT,MercedesBenz,Ahmedabad,2014,78616,Diesel,Automatic,Second,2143,170.0,5,14.84,15.5,12,7.2328511432571165,6551.333333333333,1,82.73953338373454,5.581264225391782
Toyota Etios G,Toyota,Pune,2011,37000,Petrol,Manual,First,1496,88.73,5,17.6,2.8,15,1.8716577540106951,2466.6666666666665,0,-58.592871720890294,0.7850953378062743
Honda City 1.5 E MT,Honda,Kolkata,2010,54801,Petrol,Manual,First,1497,118.0,5,17.0,2.5,16,1.67000668002672,3425.0625,0,-55.92764816625754,0.6448997417694396
Maruti Swift Dzire VDI,Maruti,Bangalore,2014,29000,Diesel,Manual,First,1248,74.0,5,23.4,5.75,12,4.607371794871795,2416.6666666666665,0,-57.34161386253061,2.0704689868388866
Maruti Swift VXI,Maruti,Pune,2010,68000,Petrol,Manual,First,1197,81.8,5,22.0,2.8,16,2.3391812865497075,4250.0,0,-58.592871720890294,0.7222877107817723
Hyundai Verna 1.6 EX VTVT,Hyundai,Kolkata,2014,58000,Petrol,Manual,First,1591,121.3,5,17.01,4.59,12,2.884978001257071,4833.333333333333,0,-19.083162033248847,1.6527743738418241
Maruti Ritz VDi,Maruti,Pune,2012,64290,Diesel,Manual,First,1248,73.94,5,23.2,3.65,14,2.9246794871794872,4592.142857142857,0,-46.02285063616056,1.112421577248797
Toyota Fortuner 4x2 Manual,Toyota,Mumbai,2015,31000,Diesel,Manual,First,2982,168.5,7,13.0,19.85,11,6.656606304493629,2818.181818181818,1,111.02818337636413,7.769151113185615
Jeep Compass 2.0 Limited,Jeep,Pune,2018,16039,Diesel,Manual,First,1956,170.0,5,17.1,18.5,8,9.458077709611452,2004.875,1,173.5828118441177,9.298680034735806
Hyundai i20 Asta Option 1.2,Hyundai,Hyderabad,2017,19860,Petrol,Manual,First,1197,81.83,5,18.6,6.95,9,5.806182121971595,2206.6666666666665,0,-28.950527012858007,3.213824872545986
Maruti Wagon R LXI CNG,Maruti,Delhi,2014,48500,CNG,Manual,Second,998,58.16,5,26.6,2.85,12,2.8557114228456917,4041.6666666666665,0,-70.70645987478656,1.026232454346231
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Tata,Jaipur,2012,75391,Diesel,Manual,First,2179,138.0,7,13.93,3.75,14,1.7209729233593394,5385.071428571428,1,-35.78928025525588,1.1428988807350655
Maruti Swift Dzire LDi,Maruti,Jaipur,2008,78000,Diesel,Manual,Second,1248,73.9,5,19.3,2.3,18,1.8429487179487178,4333.333333333333,0,-60.617425223223606,0.5021756901189615
Tata Indigo eCS eLS BS IV,Tata,Kolkata,2016,78000,Diesel,Manual,First,1396,69.01,5,25.0,2.3,10,1.6475644699140402,7800.0,0,-59.45343631295694,0.9784825079578858
Maruti Swift LDI,Maruti,Hyderabad,2016,52000,Diesel,Manual,First,1248,74.0,5,28.4,5.95,10,4.767628205128205,5200.0,0,-39.17347276640362,2.5312917053693136
Maruti Celerio VXI AT,Maruti,Kolkata,2016,30000,Petrol,Automatic,First,998,67.04,5,23.1,3.49,10,3.496993987975952,3000.0,0,-38.47499684009552,1.4847408490317486
BMW 5 Series 2013-2017 530d M Sport,BMW,Coimbatore,2016,19254,Diesel,Automatic,First,2993,258.0,5,14.69,47.7,10,15.937186769127967,1925.4,1,216.76956176534054,20.292876360691807
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Coimbatore,2015,29651,Petrol,Manual,First,1198,74.0,5,16.47,6.43,11,5.367278797996661,2695.5454545454545,0,-57.29919743917946,2.516657010467682
Tata Safari DICOR 2.2 LX 4x2,Tata,Bangalore,2011,80000,Diesel,Manual,First,2179,138.03,7,13.93,4.5,15,2.065167508031207,5333.333333333333,1,-66.6151760663283,1.2617603643315123
Mini Cooper S Carbon Edition,Mini,Kolkata,2018,2971,Petrol,Automatic,First,1598,181.0,4,13.6,39.75,8,24.874843554443054,371.375,1,600.7503941565052,19.97959629085126
Ford Figo Petrol Titanium,Ford,Kolkata,2015,21400,Petrol,Manual,First,1196,70.0,5,15.6,4.0,11,3.3444816053511706,1945.4545454545455,0,-29.484237066012064,1.5655720127326174
Honda City i DTEC V,Honda,Ahmedabad,2015,77000,Diesel,Manual,First,1498,98.6,5,26.0,6.98,11,4.65954606141522,7000.0,0,-17.708261740744057,2.7319231622184175
Hyundai Tucson CRDi,Hyundai,Delhi,2006,80000,Diesel,Manual,Second,1991,112.0,7,12.6,1.75,20,0.8789552988448016,4000.0,0,-82.01273851960579,0.3234011444366112
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Delhi,2013,81755,Diesel,Manual,First,1968,108.5,5,20.0,4.75,13,2.4136178861788617,6288.846153846154,0,-51.17743312464427,1.5735564299975537
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2016,99593,Diesel,Manual,First,2982,171.0,7,11.5,23.5,10,7.880617035546613,9959.3,1,140.23922520832187,9.997538668265355
Hyundai Verna 1.6 SX,Hyundai,Hyderabad,2014,39791,Diesel,Manual,First,1582,126.32,5,22.32,7.49,12,4.734513274336283,3315.9166666666665,0,-23.43013630594337,2.69701090633448
Mahindra XUV500 W6 2WD,Mahindra,Hyderabad,2015,113000,Diesel,Manual,First,2179,140.0,7,15.1,10.85,11,4.979348324919688,10272.727272727272,1,10.918961425969865,4.246614084537224
Renault KWID RXT,Renault,Mumbai,2017,24000,Petrol,Manual,First,799,53.3,5,25.17,3.5,9,4.380475594493116,2666.6666666666665,0,-62.79100041222798,1.6184729573972592
Hyundai i20 Asta 1.2,Hyundai,Bangalore,2015,39000,Petrol,Manual,Second,1197,81.83,5,18.6,6.3,11,5.263157894736842,3545.4545454545455,0,-53.26124649285961,2.4657759200538725
Honda City V AT,Honda,Bangalore,2012,37000,Petrol,Automatic,First,1497,116.3,5,15.6,6.75,14,4.509018036072144,2642.8571428571427,0,-49.92276409949245,2.057217985323118
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Coimbatore,2017,61108,Diesel,Automatic,First,3198,197.0,7,10.91,28.88,9,9.030644152595372,6789.777777777777,1,91.78836360132145,13.35471400275224
Skoda Superb Elegance 1.8 TSI AT,Skoda,Kochi,2016,61648,Petrol,Automatic,First,1798,157.75,5,13.7,14.23,10,7.914349276974416,6164.8,1,27.131171611860736,6.053828734017703
BMW 3 Series 320d Sport,BMW,Mumbai,2012,37000,Diesel,Automatic,Third,1995,190.0,5,22.69,15.0,14,7.518796992481203,2642.8571428571427,1,59.46714109045148,4.571595522940262
Maruti Ertiga VXI CNG,Maruti,Mumbai,2013,53000,CNG,Manual,First,1373,80.9,7,22.8,5.8,13,4.224326292789512,4076.923076923077,0,-38.33937211169209,1.9213952197864868
Maruti Ritz LDi,Maruti,Jaipur,2013,65000,Diesel,Manual,First,1248,73.94,5,23.2,3.75,13,3.0048076923076925,5000.0,0,-35.78928025525588,1.242281392103332
Hyundai Santro Xing XP,Hyundai,Jaipur,2005,120000,Petrol,Manual,First,1086,74.0,5,0.0,1.15,21,1.0589318600368323,5714.285714285715,0,-80.30871261161181,0.19551909189367694
Toyota Fortuner 3.0 Diesel,Toyota,Jaipur,2011,148009,Diesel,Manual,Second,2982,171.0,7,11.5,12.75,15,4.275653923541247,9867.266666666666,1,118.31644713212998,3.5749876989392853
Maruti Swift Lxi BSIII,Maruti,Mumbai,2009,53001,Petrol,Manual,First,1298,88.2,5,16.1,1.95,17,1.5023112480739598,3117.705882352941,0,-79.26927165824131,0.4627800546937499
Tata Tigor 1.2 Revotron XT,Tata,Mumbai,2018,22345,Petrol,Manual,First,1199,84.0,5,20.3,4.95,8,4.128440366972477,2793.125,0,-47.37584344015101,2.4880251984833643
Honda City i VTEC CVT VX,Honda,Delhi,2015,50000,Petrol,Automatic,First,1497,117.3,5,18.0,8.25,11,5.511022044088176,4545.454545454545,0,-15.202910163855844,3.2289922762610233
BMW 3 Series 320d,BMW,Hyderabad,2013,48183,Diesel,Automatic,First,1995,170.0,5,13.2,20.99,13,10.521303258145362,3706.3846153846152,1,114.57963136692237,6.953463045399716
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,MercedesBenz,Hyderabad,2010,93000,Diesel,Automatic,Second,2143,203.0,5,14.21,17.5,16,8.166122258516099,5812.5,1,78.90155068704819,4.514298192386078
Maruti Swift VDI,Maruti,Kochi,2015,53500,Diesel,Manual,First,1248,74.0,5,28.4,5.36,11,4.294871794871795,4863.636363636364,0,-52.11362755870881,2.0978664970617076
Maruti Ertiga VXI,Maruti,Delhi,2014,17585,Petrol,Manual,First,1373,93.7,7,16.02,6.35,12,4.624908958485069,1465.4166666666667,0,-34.73193691399814,2.2865179245959877
Hyundai Verna 1.6 VTVT,Hyundai,Kolkata,2011,36226,Petrol,Manual,First,1591,121.3,5,17.01,2.95,15,1.8541797611565054,2415.0666666666666,0,-47.994624836183895,0.8271540166173248
Land Rover Discovery Sport TD4 HSE,Land,Coimbatore,2019,25899,Diesel,Automatic,First,2179,147.5,5,12.63,55.7,7,25.562184488297387,3699.8571428571427,1,269.89653229202236,30.431050407449142
Hyundai Santro Xing GL,Hyundai,Kolkata,2009,60170,Petrol,Manual,First,1086,62.0,5,0.0,1.15,17,1.0589318600368323,3539.4117647058824,0,-79.72671815647847,0.2729215707168269
Mercedes-Benz New C-Class C 220 CDI Style,MercedesBenz,Hyderabad,2017,11200,Diesel,Automatic,First,2143,167.62,5,19.27,37.5,9,17.498833411105927,1244.4444444444443,1,283.3604657579604,17.340781686399204
Hyundai i10 Magna 1.2,Hyundai,Kochi,2017,49045,Petrol,Manual,First,1197,78.9,5,20.36,4.07,9,3.400167084377611,5449.444444444444,0,-63.638519433571794,1.8820528390305271
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Kolkata,2012,45000,Diesel,Manual,First,1199,73.9,5,22.07,2.99,14,2.493744787322769,3214.285714285714,0,-47.289467206844016,0.9112713742394256
Maruti Vitara Brezza VDi Option,Maruti,Delhi,2017,40000,Diesel,Manual,First,1248,88.5,5,24.3,7.9,9,6.330128205128205,4444.444444444444,0,-18.800362459934682,3.6531246752680993
Renault Duster 85PS Diesel RxL,Renault,Mumbai,2016,36600,Diesel,Manual,First,1461,83.8,5,19.87,7.49,10,5.12662559890486,3660.0,0,-20.372740882167896,3.186449558523724
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Jaipur,2009,117000,Diesel,Manual,First,1248,75.0,5,18.0,1.1,17,0.8814102564102565,6882.35294117647,0,-81.16485554154173,0.2610554154682692
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,MercedesBenz,Delhi,2016,16000,Diesel,Automatic,First,2987,254.8,7,11.3,56.0,10,18.747907599598257,1600.0,1,475.5923673726149,23.823921932887657
Hyundai Xcent 1.2 CRDi S,Hyundai,Mumbai,2016,50000,Diesel,Manual,First,1186,73.97,5,25.4,3.5,10,2.9510961214165263,5000.0,0,-62.79100041222798,1.4889951208054786
Hyundai Verna CRDi SX ABS,Hyundai,Hyderabad,2008,150000,Diesel,Manual,First,1493,110.0,5,18.1,3.0,18,2.0093770931011385,8333.333333333334,0,-69.33116273936318,0.6550117697203846
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,11000,Petrol,Manual,First,1591,121.3,5,17.01,6.1,12,3.834066624764299,916.6666666666666,0,-35.150029289883065,2.1964975338638624
Ford Figo Petrol ZXI,Ford,Bangalore,2010,102016,Petrol,Manual,First,1196,70.0,5,15.6,2.25,16,1.8812709030100334,6376.0,0,-83.30758803316415,0.5804097675924957
Maruti Swift VDI Optional,Maruti,Chennai,2016,38000,Diesel,Manual,First,1248,74.0,5,25.2,5.95,10,4.767628205128205,3800.0,0,-23.523656385007442,2.5312917053693136
Renault Pulse RxL,Renault,Hyderabad,2013,71491,Diesel,Manual,First,1461,63.12,5,23.08,4.95,13,3.3880903490759753,5499.307692307692,0,-49.39641851994922,1.6398114375763984
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Bangalore,2015,46354,Petrol,Manual,Second,1198,74.0,5,16.47,5.49,11,4.5826377295492495,4214.0,0,-59.270514800920516,2.1487475874755173
BMW 3 Series 320d Luxury Line,BMW,Delhi,2019,87000,Diesel,Automatic,First,1995,190.0,5,22.69,6.67,7,3.343358395989975,12428.57142857143,1,-31.442837671868908,3.6440773109099776
Skoda Rapid 1.6 MPI Active,Skoda,Ahmedabad,2015,20765,Petrol,Manual,First,1598,103.52,5,15.0,6.25,11,3.911138923654568,1887.7272727272727,0,-26.3147042807522,2.4462062698947147
Hyundai Santro GS,Hyundai,Ahmedabad,2005,58000,Petrol,Manual,Second,999,74.0,5,0.0,1.51,21,1.5115115115115114,2761.904761904762,0,-82.19763255422974,0.2567250684864802
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,2014,51076,Diesel,Automatic,First,2967,241.4,7,12.07,34.88,12,11.75598247387934,4256.333333333333,1,131.63359149633288,12.559644914946151
Maruti Ciaz VDi Plus,Maruti,Jaipur,2016,84085,Diesel,Manual,First,1248,88.5,5,26.21,6.9,10,5.528846153846154,8408.5,0,18.147724330329183,2.9354475238736577
Honda City i DTEC VX,Honda,Kolkata,2014,55000,Diesel,Manual,First,1498,98.6,5,25.1,5.99,12,3.998664886515354,4583.333333333333,0,5.59735499364693,2.1568885619417273
Mercedes-Benz E-Class 2009-2013 E350 Petrol,MercedesBenz,Mumbai,2010,73000,Petrol,Automatic,First,3498,272.0,5,10.93,10.4,16,2.973127501429388,4562.5,1,10.563884489379705,2.682782925760869
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Audi,Pune,2012,50001,Diesel,Automatic,First,2967,241.38,5,14.57,29.0,14,9.774182676103809,3571.5,1,328.8595428907791,8.83841801101784
Mahindra Xylo H4,Mahindra,Coimbatore,2016,93166,Diesel,Manual,Second,2179,118.3,7,14.02,5.85,10,2.684717760440569,9316.6,1,-61.1509028023639,2.4887489876320137
Honda City 1.5 EXI AT,Honda,Kochi,2006,99583,Petrol,Automatic,Third,1493,100.0,5,12.0,2.21,20,1.480241125251172,4979.15,0,-80.25580539267658,0.40840944525994904
Maruti SX4 ZXI MT BSIV,Maruti,Mumbai,2010,72000,Petrol,Manual,First,1586,103.3,5,15.5,2.4,16,1.5132408575031524,4500.0,0,-74.48525742552776,0.6191037520986621
Toyota Corolla Altis G,Toyota,Pune,2009,70000,Petrol,Manual,Third,1798,138.1,5,14.53,3.0,17,1.668520578420467,4117.64705882353,0,-55.63521970095388,0.7119693149134614
Volkswagen Vento Petrol Highline AT,Volkswagen,Pune,2012,61000,Petrol,Automatic,Second,1598,103.6,5,14.4,3.75,14,2.346683354192741,4357.142857142857,0,-44.54402462619236,1.1428988807350655
Hyundai EON Era Plus,Hyundai,Pune,2015,66510,Petrol,Manual,First,814,55.2,5,21.1,2.95,11,3.6240786240786247,6046.363636363636,0,-56.37463270593799,1.1546093593903053
Skoda Laura Ambition 2.0 TDI CR MT,Skoda,Hyderabad,2011,84062,Diesel,Manual,First,1968,108.5,5,20.0,5.8,15,2.9471544715447155,5604.133333333333,0,-40.70691462943545,1.6262689140272826
Maruti Swift VDI,Maruti,Hyderabad,2012,80799,Diesel,Manual,First,1248,74.0,5,22.9,4.9,14,3.9262820512820515,5771.357142857143,0,-49.90756580762651,1.4933878708271524
Toyota Corolla Altis 1.8 VL CVT,Toyota,Kolkata,2018,5000,Petrol,Automatic,First,1798,138.03,5,14.28,16.95,8,9.427141268075639,625.0,0,198.81054543277386,8.519601437230913
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Hyderabad,2013,92000,Diesel,Manual,First,2494,100.0,8,12.99,12.5,13,5.012028869286286,7076.923076923077,1,27.786821919320136,4.140937973677773
Tata Tiago Wizz 1.05 Revotorq,Tata,Hyderabad,2017,53000,Diesel,Manual,First,1047,69.0,5,27.28,5.0,9,4.7755491881566385,5888.888888888889,0,-48.88527123227194,2.3121042248532273
Skoda Rapid 1.6 MPI Ambition,Skoda,Mumbai,2015,39822,Petrol,Manual,First,1598,103.52,5,15.41,4.68,11,2.9286608260325404,3620.181818181818,0,-50.246251979779146,1.8317192548971621
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Mumbai,2016,29000,Diesel,Automatic,First,3198,197.0,7,10.91,29.8,10,9.318323952470294,2900.0,1,216.8080536330303,12.677729885715216
Renault KWID RXL,Renault,Kochi,2017,24214,Petrol,Manual,Second,799,53.3,5,25.17,3.46,9,4.330413016270338,2690.4444444444443,0,-69.08827450618143,1.5999761235984333
